address,labels,cls
DATA/audio_X1623915807333618463,[-0.32172947  0.42291726],1
DATA/audio_X1623915807718261279,[-0.37297107  0.41220539],1
DATA/audio_X1623915807915520253,[-0.35122571  0.45157173],1
DATA/audio_X1623915808102517071,[-0.36557522  0.4444775 ],1
DATA/audio_X1623915808294754331,[-0.40617105  0.42178463],1
DATA/audio_X1623915808486457301,[-0.42248723  0.42203897],1
DATA/audio_X1623915808869932583,[-0.44238818  0.45304389],1
DATA/audio_X1623915809063606864,[-0.36183053  0.49173679],1
DATA/audio_X1623915809258889270,[-0.33244211  0.54304218],1
DATA/audio_X1623915809446664993,[-0.25310533  0.53978099],1
DATA/audio_X1623915809638667996,[-0.22074218  0.56883259],1
DATA/audio_X1623915809829007684,[-0.17982431  0.58464393],1
DATA/audio_X1623915810021485876,[-0.19161599  0.60592188],1
DATA/audio_X1623915810214777847,[-0.18934918  0.60272984],1
DATA/audio_X1623915810406145453,[-0.18832059  0.57979898],1
DATA/audio_X1623915810598118067,[-0.16265042  0.54511512],1
DATA/audio_X1623915810789437066,[-0.16580661  0.54710656],1
DATA/audio_X1623915810981859428,[-0.15364857  0.54592465],1
DATA/audio_X1623915811173682230,[-0.15910152  0.54700886],1
DATA/audio_X1623915811366778856,[-0.19871024  0.55180433],1
DATA/audio_X1623915811558904884,[-0.21700256  0.55100886],1
DATA/audio_X1623915811749090930,[-0.23519666  0.54412568],1
DATA/audio_X1623915811941232253,[-0.24765088  0.55657688],1
DATA/audio_X1623915812325444132,[-0.26363546  0.55196035],1
DATA/audio_X1623915812517532378,[-0.27207728  0.56326204],1
DATA/audio_X1623915812709595280,[-0.28721075  0.56961597],1
DATA/audio_X1623915812901600808,[-0.28216839  0.57056709],1
DATA/audio_X1623915813093257902,[-0.29717997  0.57368697],1
DATA/audio_X1623915813285757826,[-0.30749412  0.58060995],1
DATA/audio_X1623915813477674182,[-0.31297575  0.58602638],1
DATA/audio_X1623915813670065053,[-0.31358404  0.56642071],1
DATA/audio_X1623915813863058437,[-0.31140156  0.54655136],1
DATA/audio_X1623915814054810255,[-0.28696298  0.57365116],1
DATA/audio_X1623915814245323585,[-0.18963526  0.59414278],1
DATA/audio_X1623915814437780864,[-0.1384646   0.63843066],1
DATA/audio_X1623915814629957862,[-0.06866143  0.60304024],1
DATA/audio_X1623915814821382240,[0.01620269 0.61053399],1
DATA/audio_X1623915815013359372,[0.08920861 0.58089123],1
DATA/audio_X1623915815207181073,[0.18775126 0.55953558],1
DATA/audio_X1623915815397383860,[0.260481   0.54509669],1
DATA/audio_X1623915815589328361,[0.30315486 0.49732525],1
DATA/audio_X1623915815783455494,[0.3672698  0.46677653],1
DATA/audio_X1623915815974837483,[0.46101663 0.43690141],1
DATA/audio_X1623915816167313562,[0.51091259 0.38006645],1
DATA/audio_X1623915816358942785,[0.5282648 0.3659539],1
DATA/audio_X1623915816549537796,[0.53290325 0.32680997],1
DATA/audio_X1623915816741425092,[0.54415926 0.32380904],1
DATA/audio_X1623915816933726298,[0.54980583 0.32228863],1
DATA/audio_X1623915817126033941,[0.55456722 0.31607628],1
DATA/audio_X1623915817317358062,[0.53416077 0.19198494],1
DATA/audio_X1623915817702619579,[0.47811115 0.10538989],1
DATA/audio_X1623915817893473376,[0.49360177 0.09740912],1
DATA/audio_X1623915818085349774,[0.49498575 0.10437228],1
DATA/audio_X1623915818277304223,[0.47098451 0.08205828],1
DATA/audio_X1623915818469759940,[0.480104   0.07425628],1
DATA/audio_X1623915818662521216,[0.45640204 0.09366507],1
DATA/audio_X1623915818853508875,[0.43422529 0.07018478],1
DATA/audio_X1623915819045006986,[0.40357469 0.07440775],1
DATA/audio_X1623915819237882797,[0.39914021 0.06302219],1
DATA/audio_X1623915819431073671,[0.39468475 0.06072111],1
DATA/audio_X1623915819622963588,[0.38022282 0.06236078],1
DATA/audio_X1623915819817803636,[0.37566141 0.05963267],1
DATA/audio_X1623915820009379001,[0.35363141 0.0578299 ],1
DATA/audio_X1623915820198336490,[0.34328263 0.08304972],1
DATA/audio_X1623915820389439012,[0.28909724 0.10538727],1
DATA/audio_X1623915820581599651,[0.25143031 0.13029349],1
DATA/audio_X1623915820774598124,[0.23082395 0.1329091 ],1
DATA/audio_X1623915820965293456,[0.20280728 0.14032178],1
DATA/audio_X1623915821157003074,[0.15404616 0.07849215],1
DATA/audio_X1623915821349406596,[0.10405266 0.08238061],1
DATA/audio_X1623915821543067653,[0.09089    0.01561934],1
DATA/audio_X1623915821733323166,[0.0624023  0.01760206],1
DATA/audio_X1623915821925903387,[0.05037562 0.03618089],1
DATA/audio_X1623915822117360922,[0.04955868 0.04278616],1
DATA/audio_X1623915822500830067,[-0.00290607  0.06135497],1
DATA/audio_X1623915822692674412,[-0.02289325  0.0292728 ],1
DATA/audio_X1623915822885967456,[-0.07101631  0.01311809],1
DATA/audio_X1623915823271643693,[-0.09232427 -0.0112209 ],1
DATA/audio_X1623915823461705853,[-0.12073834 -0.01645038],1
DATA/audio_X1623915823652924495,[-0.15093683  0.01596959],1
DATA/audio_X1623915824037551070,[-0.1759273  -0.02146969],1
DATA/audio_X1623915824229922396,[-0.17479682 -0.02907351],1
DATA/audio_X1623915824421598220,[-0.18145104 -0.03215778],1
DATA/audio_X1623915824807548554,[-0.2654361  -0.06730137],1
DATA/audio_X1623915824998079511,[-0.30830553 -0.07048079],1
DATA/audio_X1623915825767484183,[-0.41590231  0.03817056],1
DATA/audio_X1623915825961964136,[-0.42219801  0.11722032],1
DATA/audio_X1623915826149272696,[-0.35343363  0.20441123],1
DATA/audio_X1623915826533562821,[-0.25696096  0.24728401],1
DATA/audio_X1623915826724937167,[-0.21249676  0.28101161],1
DATA/audio_X1623915826917016999,[-0.1299674   0.31772773],1
DATA/audio_X1623915827109014054,[-0.07530333  0.34282853],1
DATA/audio_X1623915827301079016,[-0.09149959  0.38962883],1
DATA/audio_X1623915827493375044,[-0.11189704  0.35792527],1
DATA/audio_X1623915827685806300,[-0.09125062  0.36295902],1
DATA/audio_X1623915828069425039,[-0.14233701  0.30252097],1
DATA/audio_X1623915828261172162,[-0.14225463  0.27799737],1
DATA/audio_X1623915828452832151,[-0.15077509  0.25988588],1
DATA/audio_X1623915828646098179,[-0.13593622  0.29253857],1
DATA/audio_X1623915828836904750,[-0.08825349  0.27462636],1
DATA/audio_X1623915829029898946,[-0.05389236  0.29523851],1
DATA/audio_X1623915829412930566,[0.0969485  0.31899346],1
DATA/audio_X1623915829797280008,[0.14822816 0.29406873],1
DATA/audio_X1623915829988741067,[0.1418359  0.27678674],1
DATA/audio_X1623915830181559028,[0.20796339 0.25589175],1
DATA/audio_X1623915830373113470,[0.23476664 0.2525907 ],1
DATA/audio_X1623915830756772612,[0.21057104 0.27258473],1
DATA/audio_X1623915830948982270,[0.20350562 0.3142309 ],1
DATA/audio_X1623915831140650891,[0.20162159 0.30963141],1
DATA/audio_X1623915831332898060,[0.23260556 0.27963485],1
DATA/audio_X1623915831525579203,[0.24997835 0.2388445 ],1
DATA/audio_X1623915831716923835,[0.23934789 0.21186209],1
DATA/audio_X1623915831909064351,[0.22903399 0.18173408],1
DATA/audio_X1623915832100909999,[0.20732461 0.17570663],1
DATA/audio_X1623915832293057020,[0.17454864 0.18758499],1
DATA/audio_X1623915832485252872,[0.15514899 0.19376405],1
DATA/audio_X1623915832676846851,[0.13679416 0.17417702],1
DATA/audio_X1623915832868917906,[0.1674784  0.16862737],1
DATA/audio_X1623915833061050466,[0.1440713  0.20642979],1
DATA/audio_X1623915833252882752,[0.13333496 0.19309288],1
DATA/audio_X1623915833445516234,[0.10986262 0.19923946],1
DATA/audio_X1623915833636670457,[0.09974719 0.19315396],1
DATA/audio_X1623915833840802945,[0.08437462 0.18973593],1
DATA/audio_X1623915834021553911,[0.08262529 0.16988073],1
DATA/audio_X1623915834212561523,[0.07935148 0.1393741 ],1
DATA/audio_X1623915834405248645,[0.0746833  0.12447733],1
DATA/audio_X1623915834789672512,[0.04599734 0.09638716],1
DATA/audio_X1623915834983201020,[0.03791547 0.08821213],1
DATA/audio_X1623915835175055883,[0.03610822 0.09285192],1
DATA/audio_X1623915835365175686,[0.0286963  0.07767474],1
DATA/audio_X1623915835556723549,[-0.00074192  0.0870198 ],1
DATA/audio_X1623915835749788942,[-0.01418923  0.0908662 ],1
DATA/audio_X1623915835942979452,[-0.02117203  0.08940123],1
DATA/audio_X1623915836132931297,[-0.02651926  0.10216287],1
DATA/audio_X1623915836325769473,[-0.0254055   0.09378101],1
DATA/audio_X1623915836518459141,[-0.04297457  0.10690456],1
DATA/audio_X1623915836900956980,[-0.06957977  0.09386958],1
DATA/audio_X1623915837092583734,[-0.08959464  0.08834683],1
DATA/audio_X1623915837285690840,[-0.1110392   0.07861054],1
DATA/audio_X1623915837477397149,[-0.14069348  0.06613853],1
DATA/audio_X1623915837668883496,[-0.16392739  0.05289881],1
DATA/audio_X1623915837862189573,[-0.2072161   0.03757143],1
DATA/audio_X1623915838052488240,[-0.22338204  0.03074141],1
DATA/audio_X1623915838247328016,[-0.20540123  0.05508266],1
DATA/audio_X1623915838628748766,[-0.27395054  0.01979453],1
DATA/audio_X1623915838821602447,[-0.28945361  0.01290025],1
DATA/audio_X1623915839017291770,[-0.32712762  0.01409231],1
DATA/audio_X1623915839205997948,[-0.37513889  0.01116986],1
DATA/audio_X1623915839396895559,[-0.40180341  0.0062617 ],1
DATA/audio_X1623915839589733474,[-0.42518373 -0.00678417],1
DATA/audio_X1623915839780648365,[-0.44076902  0.00763342],1
DATA/audio_X1623915839973798016,[-0.46206034  0.00494784],1
DATA/audio_X1623915840165466911,[-0.50979586 -0.0163464 ],1
DATA/audio_X1623915840357173407,[-0.50469681 -0.01460726],1
DATA/audio_X1623915840548942238,[-0.53477968 -0.01987609],1
DATA/audio_X1623915840740444355,[-0.54713528 -0.02119622],1
DATA/audio_X1623915840932376701,[-0.5772604  -0.04948724],1
DATA/audio_X1623915841125235686,[-0.60441245 -0.03204396],1
DATA/audio_X1623915841318820384,[-0.65293071 -0.04771811],1
DATA/audio_X1623915841508605049,[-0.64998902 -0.03366301],1
DATA/audio_X1623915841701114670,[-0.6665184  -0.03961166],1
DATA/audio_X1623915841892848310,[-0.68218807 -0.02989045],1
DATA/audio_X1623915842090679946,[-0.70545041 -0.00490614],1
DATA/audio_X1623915842277942282,[-0.69693271 -0.03932251],1
DATA/audio_X1623915842469581342,[-0.68443129 -0.08053271],1
DATA/audio_X1623915842660963703,[-0.69642919 -0.08941856],1
DATA/audio_X1623915842852560876,[-0.6894346  -0.11168662],1
DATA/audio_X1623915843045093835,[-0.70745142 -0.10577087],1
DATA/audio_X1623915843236516652,[-0.72420285 -0.14437777],1
DATA/audio_X1623915843429031123,[-0.70472968 -0.11830684],1
DATA/audio_X1623915843620546962,[-0.72296185 -0.12483771],1
DATA/audio_X1623915843812649507,[-0.76160238 -0.12981545],1
DATA/audio_X1623915844004163650,[-0.77601456 -0.1197799 ],1
DATA/audio_X1623915844196516022,[-0.75599529 -0.11548221],1
DATA/audio_X1623915844388492658,[-0.75617023 -0.13747218],1
DATA/audio_X1623915844580544525,[-0.74524501 -0.12983923],1
DATA/audio_X1623915844773029693,[-0.71855938 -0.1128105 ],1
DATA/audio_X1623916008865795771,[0.74513429 0.49609826],1
DATA/audio_X1623916009057943248,[0.75370794 0.48271953],1
DATA/audio_X1623916009250126856,[0.73450871 0.50495126],1
DATA/audio_X1623916009633906946,[0.71949301 0.49397349],1
DATA/audio_X1623916009826459252,[0.70510521 0.49496549],1
DATA/audio_X1623916010019090500,[0.68989244 0.48978834],1
DATA/audio_X1623916010209707903,[0.70767548 0.47679136],1
DATA/audio_X1623916010402533842,[0.71284231 0.43700498],1
DATA/audio_X1623916010786052799,[0.75277815 0.36763545],1
DATA/audio_X1623916010978508888,[0.76856759 0.3640464 ],1
DATA/audio_X1623916011362374570,[0.75757419 0.40047065],1
DATA/audio_X1623916011558980287,[0.76458378 0.41946521],1
DATA/audio_X1623916011746628950,[0.80078583 0.44226372],1
DATA/audio_X1623916011939102838,[0.8023812  0.43366488],1
DATA/audio_X1623916012130221266,[0.77598188 0.44788502],1
DATA/audio_X1623916012322075555,[0.76397981 0.47411038],1
DATA/audio_X1623916012513667449,[0.76397574 0.4767185 ],1
DATA/audio_X1623916012706060769,[0.75764094 0.47781816],1
DATA/audio_X1623916012898229228,[0.75071714 0.49491928],1
DATA/audio_X1623916013090728917,[0.74399423 0.50171996],1
DATA/audio_X1623916013281612286,[0.73633174 0.49320707],1
DATA/audio_X1623916013475429586,[0.72886603 0.48850537],1
DATA/audio_X1623916013857586717,[0.73111003 0.48633314],1
DATA/audio_X1623916014050220040,[0.74082176 0.48189421],1
DATA/audio_X1623916014241716525,[0.73062622 0.48885969],1
DATA/audio_X1623916014434427803,[0.72340714 0.48954699],1
DATA/audio_X1623916014625831201,[0.69433576 0.4798424 ],1
DATA/audio_X1623916015009827448,[0.6612472  0.48482147],1
DATA/audio_X1623916015201903225,[0.69355836 0.48159473],1
DATA/audio_X1623916015394489904,[0.6827861  0.47029244],1
DATA/audio_X1623916015585557570,[0.69300581 0.4618524 ],1
DATA/audio_X1623916015970891885,[0.68933569 0.47171962],1
DATA/audio_X1623916016162180097,[0.67862937 0.4700706 ],1
DATA/audio_X1623916016353573140,[0.6639331 0.4608667],1
DATA/audio_X1623916016546960387,[0.64417512 0.5021672 ],1
DATA/audio_X1623916016739394691,[0.60992062 0.47307585],1
DATA/audio_X1623916016930008036,[0.60309225 0.44811241],1
DATA/audio_X1623916017122689092,[0.64820587 0.35790205],1
DATA/audio_X1623916017313743459,[0.72229812 0.25576267],1
DATA/audio_X1623916017510465853,[0.72388637 0.18485724],1
DATA/audio_X1623916017698135321,[0.70141863 0.16065041],1
DATA/audio_X1623916017890707965,[0.68547113 0.1554552 ],1
DATA/audio_X1623916018081807326,[0.67545911 0.13754007],1
DATA/audio_X1623916018273803826,[0.64234688 0.10506802],1
DATA/audio_X1623916018465583691,[0.61755408 0.08100077],1
DATA/audio_X1623916018659677978,[0.59110842 0.07932234],1
DATA/audio_X1623916018851870539,[0.57074173 0.09205994],1
DATA/audio_X1623916019041680232,[0.55301837 0.12534814],1
DATA/audio_X1623916019233528646,[0.54015365 0.12953453],1
DATA/audio_X1623916019425546464,[0.49106983 0.11438714],1
DATA/audio_X1623916019619360923,[0.44882938 0.12840045],1
DATA/audio_X1623916019811068699,[0.43339491 0.13905254],1
DATA/audio_X1623916020003390736,[0.42089451 0.12751477],1
DATA/audio_X1623916020194120296,[0.42919337 0.12489665],1
DATA/audio_X1623916020385741904,[0.42477652 0.12224774],1
DATA/audio_X1623916020579353460,[0.41387899 0.13356611],1
DATA/audio_X1623916020769955470,[0.40114304 0.13192583],1
DATA/audio_X1623916020961692532,[0.40885487 0.13876191],1
DATA/audio_X1623916021153793656,[0.38962572 0.1308066 ],1
DATA/audio_X1623916021345515173,[0.38612529 0.15511097],1
DATA/audio_X1623916021730638496,[0.35750389 0.15876665],1
DATA/audio_X1623916021922051121,[0.36539497 0.15808388],1
DATA/audio_X1623916022114004765,[0.35719781 0.18578053],1
DATA/audio_X1623916022305726096,[0.3383694  0.19242607],1
DATA/audio_X1623916022499022726,[0.30631818 0.21150835],1
DATA/audio_X1623916022689812650,[0.31159204 0.24313126],1
DATA/audio_X1623916022881326592,[0.2867279  0.22869533],1
DATA/audio_X1623916023073913253,[0.27088372 0.22725837],1
DATA/audio_X1623916023265489665,[0.23786927 0.24011333],1
DATA/audio_X1623916023457514740,[0.19969712 0.20627589],1
DATA/audio_X1623916023649473833,[0.18828914 0.23356662],1
DATA/audio_X1623916023841866646,[0.18706622 0.22116327],1
DATA/audio_X1623916024034837978,[0.16996849 0.22688232],1
DATA/audio_X1623916024419330149,[0.08628997 0.24036472],1
DATA/audio_X1623916024611521180,[0.06859056 0.22799188],1
DATA/audio_X1623916024802566215,[0.01914755 0.24346747],1
DATA/audio_X1623916024993740720,[-0.00647322  0.26317086],1
DATA/audio_X1623916025187433010,[-0.04016848  0.26192521],1
DATA/audio_X1623916025383589929,[-0.0530678   0.26832369],1
DATA/audio_X1623916025573975654,[-0.08789429  0.25925106],1
DATA/audio_X1623916025955847468,[-0.11045979  0.26741785],1
DATA/audio_X1623916026145923699,[-0.1207599   0.26313236],1
DATA/audio_X1623916026529611845,[-0.15083473  0.24650121],1
DATA/audio_X1623916026721166868,[-0.20408645  0.22344575],1
DATA/audio_X1623916026914038891,[-0.24699133  0.22218028],1
DATA/audio_X1623916027107495163,[-0.21850892  0.25470952],1
DATA/audio_X1623916027299006129,[-0.19736929  0.27047218],1
DATA/audio_X1623916027681714689,[-0.22199084  0.26266419],1
DATA/audio_X1623916027873684174,[-0.24895144  0.25221415],1
DATA/audio_X1623916028065531296,[-0.27653536  0.24044153],1
DATA/audio_X1623916028259258420,[-0.30577089  0.22469586],1
DATA/audio_X1623916028451213928,[-0.34161724  0.21359971],1
DATA/audio_X1623916028641293725,[-0.37421034  0.21710841],1
DATA/audio_X1623916028833662505,[-0.40372352  0.2181243 ],1
DATA/audio_X1623916029218572838,[-0.43330627  0.25630332],1
DATA/audio_X1623916029410015657,[-0.44012537  0.25392962],1
DATA/audio_X1623916029601558474,[-0.47097078  0.24632604],1
DATA/audio_X1623916029793697408,[-0.47733257  0.24780588],1
DATA/audio_X1623916029985800664,[-0.50469992  0.26690724],1
DATA/audio_X1623916030178226799,[-0.51929455  0.28687423],1
DATA/audio_X1623916030369753686,[-0.52821126  0.33548822],1
DATA/audio_X1623916030561205151,[-0.54164996  0.36107435],1
DATA/audio_X1623916030755175324,[-0.48859119  0.40261795],1
DATA/audio_X1623916030946026543,[-0.43843385  0.43827838],1
DATA/audio_X1623916031137553467,[-0.42951077  0.44920481],1
DATA/audio_X1623916031330488080,[-0.43013026  0.45884607],1
DATA/audio_X1623916031521164813,[-0.41304239  0.44256074],1
DATA/audio_X1623916031713349199,[-0.38861411  0.4604714 ],1
DATA/audio_X1623916032097533081,[-0.38422521  0.50254926],1
DATA/audio_X1623916032289265450,[-0.34156772  0.53495664],1
DATA/audio_X1623916032481857675,[-0.2975078  0.5597725],1
DATA/audio_X1623916032673628058,[-0.26598752  0.56734818],1
DATA/audio_X1623916033058124938,[-0.20262124  0.6210456 ],1
DATA/audio_X1623916033440961186,[-0.13934175  0.64743253],1
DATA/audio_X1623916033633332077,[-0.11978037  0.63810077],1
DATA/audio_X1623916033825419133,[-0.10768246  0.59163246],1
DATA/audio_X1623916034018208002,[-0.10300694  0.57942217],1
DATA/audio_X1623916034210777103,[-0.06019538  0.58078918],1
DATA/audio_X1623916034593217210,[-0.01036556  0.58616462],1
DATA/audio_X1623916034786477084,[0.01421737 0.57100206],1
DATA/audio_X1623916034979568961,[0.04786254 0.55867946],1
DATA/audio_X1623916035169638559,[0.08960831 0.55837738],1
DATA/audio_X1623916035363826903,[0.13525388 0.53847599],1
DATA/audio_X1623916035745358526,[0.22436639 0.48461447],1
DATA/audio_X1623916035937786420,[0.27006955 0.4812609 ],1
DATA/audio_X1623916036129854645,[0.31474945 0.47273105],1
DATA/audio_X1623916036321516126,[0.38077035 0.44968379],1
DATA/audio_X1623916036514592560,[0.4270883  0.40802526],1
DATA/audio_X1623916037089662638,[0.57823767 0.20982682],1
DATA/audio_X1623916037281553850,[0.59195628 0.20624803],1
DATA/audio_X1623916037474784463,[0.56650562 0.20534476],1
DATA/audio_X1623916037667290320,[0.52961873 0.15983417],1
DATA/audio_X1623916037857561400,[0.53571249 0.12848333],1
DATA/audio_X1623916038049648322,[0.51385531 0.09161208],1
DATA/audio_X1623916038241204345,[0.50137889 0.0902907 ],1
DATA/audio_X1623916038433657282,[0.47616599 0.07113535],1
DATA/audio_X1623916038626851997,[0.46531577 0.07173316],1
DATA/audio_X1623916038818250808,[0.43065984 0.06820471],1
DATA/audio_X1623916039009497685,[0.39044772 0.09157067],1
DATA/audio_X1623916039201329454,[0.38532074 0.07855041],1
DATA/audio_X1623916039393455810,[0.36919012 0.0786872 ],1
DATA/audio_X1623916039585291739,[0.36411669 0.0916621 ],1
DATA/audio_X1623916039779269775,[0.33121272 0.07426613],1
DATA/audio_X1623916039969437284,[0.30967994 0.05981241],1
DATA/audio_X1623916040161671131,[0.27928377 0.09011266],1
DATA/audio_X1623916040353282110,[0.26242796 0.07032547],1
DATA/audio_X1623916040549036122,[0.27078084 0.03013549],1
DATA/audio_X1623916040737735151,[0.20653234 0.04515163],1
DATA/audio_X1623916040929205236,[0.18663158 0.05918455],1
DATA/audio_X1623916041121196660,[0.15395073 0.03549618],1
DATA/audio_X1623916041314828954,[0.1595282  0.04646681],1
DATA/audio_X1623916041507484689,[0.18522066 0.05213743],1
DATA/audio_X1623916041890737346,[0.13690204 0.03290646],1
DATA/audio_X1623916042081929012,[0.09241778 0.04004585],1
DATA/audio_X1623916042274976587,[0.09656448 0.01838744],1
DATA/audio_X1623916042467178319,[0.08480745 0.04087173],1
DATA/audio_X1623916042658732095,[0.06107156 0.05708156],1
DATA/audio_X1623916042849580891,[0.0099512  0.04156074],1
DATA/audio_X1623916043041820320,[-0.02114258  0.01759634],1
DATA/audio_X1623916043233400758,[-0.02195106  0.03331713],1
DATA/audio_X1623916043425155976,[-0.02295669  0.03844464],1
DATA/audio_X1623916043617954280,[-0.00716204  0.04302259],1
DATA/audio_X1623916043809384288,[-0.0219201   0.05238957],1
DATA/audio_X1623916044001602667,[-0.03870486  0.07200788],1
DATA/audio_X1623916044386860382,[-0.07532068  0.03466349],1
DATA/audio_X1623916044577969857,[-0.06507562  0.03648456],1
DATA/audio_X1623916044769773368,[-0.06875257  0.03511309],1
DATA/audio_X1623916044961531985,[-0.10340781  0.04658009],1
DATA/audio_X1623916045153868900,[-0.13423599  0.05205597],1
DATA/audio_X1623916045346501619,[-0.14361645  0.03385553],1
DATA/audio_X1623916045537268418,[-0.18823436  0.05443221],1
DATA/audio_X1623916045730358282,[-0.20442089 -0.00137971],1
DATA/audio_X1623916045921010299,[-0.20833238  0.01109662],1
DATA/audio_X1623916046113484176,[-0.21883915 -0.01948908],1
DATA/audio_X1623916046305748396,[-0.23738515 -0.06104824],1
DATA/audio_X1623916046497526736,[-0.29752558 -0.04003611],1
DATA/audio_X1623916046691066966,[-0.28408805 -0.04880759],1
DATA/audio_X1623916047074554209,[-0.3839404   0.02522643],1
DATA/audio_X1623916047458511150,[-0.41761055  0.03570133],1
DATA/audio_X1623916047650230872,[-0.42641212  0.03688233],1
DATA/audio_X1623916047842485178,[-0.47417901  0.06331466],1
DATA/audio_X1623916048033752398,[-0.50004501  0.08454984],1
DATA/audio_X1623916048225366784,[-0.52675596  0.07047606],1
DATA/audio_X1623916048419979712,[-0.55193804  0.06096393],1
DATA/audio_X1623916048609949326,[-0.55049318  0.08994162],1
DATA/audio_X1623916048993003542,[-0.42880079  0.28335648],1
DATA/audio_X1623916049185816506,[-0.39246791  0.33591718],1
DATA/audio_X1623916049377097688,[-0.32882102  0.39730928],1
DATA/audio_X1623916049570642512,[-0.29448942  0.41817352],1
DATA/audio_X1623916049761696594,[-0.22962246  0.43781631],1
DATA/audio_X1623916049953726851,[-0.20814703  0.43893283],1
DATA/audio_X1623916050337600787,[-0.35136848  0.41463211],1
DATA/audio_X1623916050529674218,[-0.36508799  0.42505124],1
DATA/audio_X1623916050722111226,[-0.40753909  0.40541185],1
DATA/audio_X1623916051106354057,[-0.40097783  0.4600842 ],1
DATA/audio_X1623916051298536644,[-0.36876578  0.48598835],1
DATA/audio_X1623916051489591377,[-0.30156973  0.51731821],1
DATA/audio_X1623916051873271346,[-0.23487902  0.54169709],1
DATA/audio_X1623916052065481134,[-0.19807578  0.56138228],1
DATA/audio_X1623916052258538944,[-0.1562467   0.57384912],1
DATA/audio_X1623916052450051020,[-0.12141705  0.56879777],1
DATA/audio_X1623916052641007937,[-0.06775819  0.61971803],1
DATA/audio_X1623916052833304096,[0.00953588 0.61465502],1
DATA/audio_X1623916053025570336,[0.02082059 0.59805323],1
DATA/audio_X1623916053217704775,[0.03942422 0.60752575],1
DATA/audio_X1623916053409873998,[0.04288523 0.62386173],1
DATA/audio_X1623916053793040911,[0.03467411 0.61658001],1
DATA/audio_X1623916053985089175,[0.04317741 0.62384427],1
DATA/audio_X1623916054177712476,[0.03533793 0.65881005],1
DATA/audio_X1623916054370111268,[0.05530113 0.63648816],1
DATA/audio_X1623916054561118276,[0.03348403 0.6345011 ],1
DATA/audio_X1623916054757936163,[0.0548604  0.62453978],1
DATA/audio_X1623916054946093043,[0.04519978 0.6153877 ],1
DATA/audio_X1623916055141826280,[0.05485795 0.57941326],1
DATA/audio_X1623916055329596836,[0.03044169 0.56112735],1
DATA/audio_X1623916055521048482,[0.04216036 0.57079634],1
DATA/audio_X1623916055713196245,[0.03052224 0.56313721],1
DATA/audio_X1623916055904921775,[0.03892596 0.53705345],1
DATA/audio_X1623916056097677562,[0.03746238 0.53078204],1
DATA/audio_X1623916056288847427,[0.03834831 0.542632  ],1
DATA/audio_X1623916056480741184,[0.03967727 0.57587123],1
DATA/audio_X1623916056674657147,[0.06547094 0.57726403],1
DATA/audio_X1623916056865215150,[0.0932612  0.56715175],1
DATA/audio_X1623916057057585861,[0.12715651 0.55528089],1
DATA/audio_X1623916057248975888,[0.11764888 0.5544757 ],1
DATA/audio_X1623916057441313035,[0.1421228 0.5316402],1
DATA/audio_X1623916057633685574,[0.20245469 0.48857509],1
DATA/audio_X1623916057824966611,[0.25493889 0.45431808],1
DATA/audio_X1623916058017845030,[0.26245508 0.46288981],1
DATA/audio_X1623916058209232503,[0.23296875 0.48595573],1
DATA/audio_X1623916058401211870,[0.26138061 0.47430515],1
DATA/audio_X1623916058592709453,[0.28020584 0.46732696],1
DATA/audio_X1623916058978793016,[0.33670345 0.4885329 ],1
DATA/audio_X1623916059169466650,[0.34199753 0.46137409],1
DATA/audio_X1623916059361014670,[0.32459026 0.46910626],1
DATA/audio_X1623916059553019674,[0.33695481 0.46670888],1
DATA/audio_X1623916059746613996,[0.33600453 0.42803991],1
DATA/audio_X1623916059938001475,[0.32132803 0.45149708],1
DATA/audio_X1623916060129028228,[0.3157364  0.41694643],1
DATA/audio_X1623916060513052808,[0.2935595  0.41443182],1
DATA/audio_X1623916060704912381,[0.30038031 0.43449211],1
DATA/audio_X1623916060897358024,[0.27555249 0.43981908],1
DATA/audio_X1623916061130852110,[0.26837618 0.4185392 ],1
DATA/audio_X1623916061281836813,[0.25917467 0.41792712],1
DATA/audio_X1623916061473237103,[0.25193243 0.40725852],1
DATA/audio_X1623916061665044106,[0.22877446 0.39396777],1
DATA/audio_X1623916061858400652,[0.21558696 0.41585717],1
DATA/audio_X1623916062049536052,[0.19771803 0.3960126 ],1
DATA/audio_X1623916062241725295,[0.16836862 0.42674049],1
DATA/audio_X1623916062433491313,[0.14478283 0.42744567],1
DATA/audio_X1623916062818833942,[0.09068069 0.42169152],1
DATA/audio_X1623916063011082673,[0.08286231 0.42257133],1
DATA/audio_X1623916063201814761,[0.09975623 0.43548093],1
DATA/audio_X1623916063393115448,[0.08241884 0.43971116],1
DATA/audio_X1623916063585245498,[0.06795917 0.43351563],1
DATA/audio_X1623916063778761221,[0.02749127 0.40705163],1
DATA/audio_X1623916063969118211,[0.00223887 0.42149176],1
DATA/audio_X1623916064161338664,[-0.02317596  0.40374967],1
DATA/audio_X1623916064354134757,[-0.05623986  0.40357676],1
DATA/audio_X1623916064737087401,[-0.13880032  0.35450736],1
DATA/audio_X1623916064928681721,[-0.17322938  0.36193051],1
DATA/audio_X1623916065121196446,[-0.19283121  0.3831971 ],1
DATA/audio_X1623916065505097277,[-0.18103688  0.41166836],1
DATA/audio_X1623916065890135147,[-0.21786608  0.38756467],1
